Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_671.jpg;-15;0;0;3.015058;106.3713;90.09665;0.3017815;359.2487;359.1157
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_737.jpg;-12.05377;0;0;3.002528;106.544;90.08473;359.935;357.3456;358.8329
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_804.jpg;-9.055099;0;0;2.989318;106.7187;90.072;359.7306;355.8568;358.7298
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_870.jpg;-6.052065;0;0;2.975649;106.9551;90.0526;359.7177;354.4657;358.8875
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_937.jpg;-3.051113;0;0;2.963937;107.1339;90.03433;359.864;353.8861;359.1061
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_004.jpg;-0.05509615;0;0.09966016;2.944176;107.3114;90.01419;359.9877;353.5914;359.3029
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_070.jpg;0;0;0.299283;2.90531;107.5413;89.98801;359.9862;353.5093;359.5583
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_137.jpg;0;0;0.4989002;2.833696;107.7046;89.96925;359.787;353.5006;359.738
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_204.jpg;0;0;0.6996417;2.679402;107.8572;89.95203;359.3822;353.5094;359.9286
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_270.jpg;0;0;0.8991809;2.519216;108.041;89.92918;358.5795;353.4648;0.04554949
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_337.jpg;0;0;1;2.367284;108.1698;89.91118;358.0273;353.236;359.9567
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_404.jpg;0;0;1;2.209601;108.2953;89.89631;357.677;353.0317;0.01118958
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_470.jpg;0;0;1;2.089175;108.4579;89.87462;357.6119;352.8658;359.9885
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_537.jpg;0;0;1;1.968712;108.5753;89.85907;357.7711;352.7785;359.9897
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_603.jpg;0;0;1;1.811008;108.6891;89.84387;358.1357;352.7032;359.9895
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_670.jpg;0;0;1;1.692456;108.8305;89.82508;358.7625;352.6543;0.005826282
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_26_737.jpg;0;0;1;1.460787;108.9139;89.81387;358.8521;352.6467;0.007486055
